pat_no,app_no,pat_claim,app_claim
9043855,20140026176,,"3. The system of claim 1, wherein said coupling device comprises a single upstream interface coupled to a plurality of downstream interfaces."
9043855,20140026176,,"4. The system of claim 1, wherein: said coupling device comprises a signal strength indicator (SSI); said disable is in response to signal strength indicated by said SSI being below a threshold; said enable is in response to said signal strength indicated by said SSI being above said threshold."
9043855,20140026176,,"5. The system of claim 1, wherein: said coupling device is operable to detect control messages in said HFC network; said disable is in response to one or more control messages indicating that no cable modem downstream of said coupling device is, nor will be for some determined time in the future, transmitting; and said enable is in response to one or more control messages indicating that a cable modem downstream of said coupling device is, or will be at some determined time in the future, transmitting."
9043855,20140026176,,"6. The system of claim 5, wherein said control message indicates a service group of said cable modem that is, or will be at some determined time in the future, transmitting."
9043855,20140026176,,"7. The system of claim 1, wherein said coupling device comprises a pair of cross-coupled amplifiers for each downstream interface."
9043855,20140026176,,"8. The system of claim 1, wherein said coupling device comprises a switching element and a circulator."
9043855,20140026176,,"9. The system of claim 1, wherein said circuitry comprises a switch and said disabling comprises opening said switch; "
9043855,20140026176,,"10. The system of claim 1, wherein said circuitry comprises an amplifier and said disabling comprises reducing a gain of said amplifier."
9043855,20140026176,,11. A method comprising: performing in a coupling device of a hybrid fiber coaxial (HFC) network: disabling an upstream path through said coupling device when there is only noise incident on said upstream path; and enabling said upstream path through said coupling device when a desired transmission from a cable modem downstream of said coupling device is incident on said upstream path.
9043855,20140026176,,"12. The method of claim 11, wherein said coupling device is a trunk or distribution amplifier."
9043855,20140026176,,"13. The method of claim 11, wherein said coupling device comprises a single upstream interface coupled to a plurality of downstream interfaces."
9043855,20140026176,,"14. The method of claim 11, wherein: said coupling device comprises a signal strength indicator (SSI); said disabling is in response to signal strength indicated by said SSI being below a threshold; said enabling is in response to said signal strength indicated by said SSI being above said threshold."
9043855,20140026176,,"15. The method of claim 11, wherein: said coupling device is operable to detect control message in said HFC network; said disabling is in response to one or more control messages indicating that no cable modem downstream of said coupling device is, nor will be for some determined time in the future, transmitting; and said enabling is in response to one or more control messages indicating that a cable modem downstream of said coupling device is, or will be at some determined time in the future, transmitting."
9043855,20140026176,,"16. The method of claim 15, wherein said control message indicates a service group of said cable modem that is, or will be at some determined time in the future, transmitting."
9043855,20140026176,,"17. The method of claim 11, wherein said coupling device comprises a pair of cross-coupled amplifiers for each downstream interface."
9043855,20140026176,,"18. The method of claim 11, wherein said coupling device comprises a switching element and a circulator."
9043855,20140026176,,"19. The method of claim 11, wherein said circuitry comprises a switch and said disabling comprises opening said switch; "
9043855,20140026176,,"20. The method of claim 11, wherein said circuitry comprises an amplifier and said disabling comprises reducing a gain of said amplifier."
9043044,20140163769,"1. A system comprising: at least one brake sensor configured to provide signals indicative of brake pressure;  at least one speed sensor configured to provide signals indicative of speed;  at least a first and a second communication line;  a first transceiver configured to communicate a first data signal indicative of a dataset over the first communication line;  a second transceiver configured to communicate a second data signal indicative of the dataset over the second communication line;  and a processor configured to: receive the first data signal and the second data signal;  compare the first data signal with the second data signal to determine whether the first data signal or the second data signal comprises a more accurate signal;  and determine the dataset based upon the more accurate signal, wherein the dataset includes at least one of the signals indicative of the brake pressure and the signals indicative of the speed.",
